(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('24608237', 'marii mistici rusi', 'rum'), 1)
(('24608237', 'parola e immagine', 'ita'), 1)
(('24608237', 'credinta si icoana', 'rum'), 1)
(('24608237', 'il cunosti pe spiritul sfant', 'rum'), 1)
(('24608237', 'cateheza despre biserica', 'rum'), 1)
(('24608237', 'euharistia leac pentru nemurire', 'rum'), 1)
(('24608237', 'spiritualitatea rasaritului crestin', 'und'), 1)
(('24608237', 'roberto de luca', 'und'), 1)
(('24608237', 'der weg des geistes', 'ger'), 1)
(('24608237', 'lidea russa', 'ita'), 1)
(('24608237', 'kender du kristus', 'dan'), 1)
(('24608237', 'el starets ignacio', 'spa'), 1)
(('24608237', 'omul lui dumnezeu', 'rum'), 1)
(('24608237', 'rugaciunea din inima', 'und'), 1)
(('24608237', 'evanghelia de fiecare zi', 'und'), 1)
(('24608237', 'manuel systematique', 'fre'), 1)
(('24614627', 'marchen aus tausendundeiner nacht', 'ger'), 4)
(('24614627', 'roschen und die winterhexe', 'ger'), 4)
(('24614627', 'das huhnchen im kornfeld', 'ger'), 3)
(('24614627', 'primevere et la sorciere de lhiver', 'fre'), 3)
(('24614627', 'frantisek hrubin', 'hun'), 2)
(('24614627', 'ein bundel marchen', 'ger'), 2)
(('24614627', 'poemy', 'slo'), 2)
(('24614627', 'an einem sonntag im august', 'ger'), 2)
(('24614627', 'lets tell a fairy tale', 'eng'), 2)
(('24614627', 'das kucken im korn', 'ger'), 2)
(('24614627', 'nesmirny krasny zivot', 'eng'), 2)
(('24614627', 'hrajte si s nami', 'pol'), 2)
(('24614627', 'bitte bitte noch ein marchen', 'ger'), 2)
(('24614627', 'sto tej wocce widzitej', 'wen'), 2)
(('24614627', 'cuentos de las mil y una noches', 'spa'), 2)
(('24614627', 'mittags hat der schlehdorn gaste', 'ger'), 1)
(('24614627', 'the enchanted forest', 'eng'), 1)
(('24614627', 'rozpravky z tisice a jednej noci', 'slo'), 1)
(('24614627', 'prva rozpravka', 'slo'), 1)
(('24614627', 'sloneczny usmiech', 'pol'), 1)
(('24614627', 'oldrich a bozena alebo krvave sprisahanie v cechach', 'slo'), 1)
(('24614627', 'que es lo que ven mis ojitos', 'spa'), 1)
(('24614627', 'het betoverd bos', 'dut'), 1)
(('24614627', 'primrose and the winter witch', 'eng'), 1)
(('24614627', 'grajkamy cely zen', 'wen'), 1)
(('24614627', 'kraska a zviera', 'slo'), 1)
(('24614627', 'slnecny usmev', 'slo'), 1)
(('24614627', 'frantisek hrubin koltemenyeibol', 'hun'), 1)
(('24614627', 'sprookjes uit duizend en een nacht', 'dut'), 1)
(('24614627', 'lesanske jeslicky vanocni balada', 'eng'), 1)
(('24614627', 'muj zpev', 'eng'), 1)
(('24614627', 'zpivano z dalky verse z let 193238', 'eng'), 1)
(('24614627', 'svit hvezdy umrele za frantiskem halasem ilustroval bohdan lacina', 'eng'), 1)
(('24614627', 'svit hvezdy umrele za frantiskem halasem', 'slo'), 1)
(('24614627', 'spalicek versu a pohadek illustrated by jiri trnka', 'eng'), 1)
(('24614627', 'die schonsten marchen', 'ger'), 1)
(('24614627', 'srpnova nedele studii doprovodil a usporadal karel kraus with plates', 'eng'), 1)
(('24614627', 'romanze fur ein flugelhorn', 'ger'), 1)
(('24614627', 'zpivano z dalky doslov napsal jiri brabec', 'eng'), 1)
(('24614627', 'pohadka o kvetusce a jeji zahradce primrose and the winter witch retold by james reeves from the story by frantisek hrubin illustrated by jiri trnka', 'eng'), 1)
(('24614627', 'primavera y la bruja invierno', 'spa'), 1)
(('24614627', 'krasna po chudobe druhe pozmenene vydani', 'eng'), 1)
(('24614627', 'romance pro kridlovku ilustroval jiri trnka', 'eng'), 1)
(('24614627', 'budme vsichni basniky vybor usporadal frantisek hrubin a zk slaby', 'eng'), 1)
(('24614627', 'jobova noc druhe vydani', 'eng'), 1)
(('24614627', 'romans dlia korneta', 'rus'), 1)
(('24614627', 'chleb s oceli 3 vydani', 'eng'), 1)
(('24614627', 'rozpravky z tisic a jednej noci', 'slo'), 1)
(('24614627', 'jakou barvu ma srdce ceska poezie 194565 uvodni slovo napsal frantisek hrubin vybor usporadali jiri brabec and others', 'eng'), 1)
(('24614627', 'maly koncert sto nejkrasnejsich ceskych sonetu vybral a usporadal f hrubin ilustroval karel svolinsky', 'eng'), 1)
(('24614627', 'the enchanted forest', 'swe'), 1)
(('24614627', 'ji bao bao zhao ma ma', 'chi'), 1)
(('24614627', 'rikejte si pohsdky', 'rus'), 1)
(('24614627', 'jiri', 'ger'), 1)
(('24621314', 'wieczor u idalii', 'pol'), 4)
(('24621314', 'geschichten und legenden', 'ger'), 3)
(('24621314', 'krol menkera', 'pol'), 3)
(('24621314', 'florenz im schnee', 'ger'), 3)
(('24621314', 'vrt marijin', 'slv'), 2)
(('24621314', 'schwester pascalina', 'ger'), 2)
(('24621314', 'vysehrad', 'ger'), 2)
(('24621314', 'raduz and mahulena', 'eng'), 2)
(('24621314', 'sternenschimmer', 'ger'), 2)
(('24621314', 'pisen o rolandu an adaption of the chanson de roland with a portrait', 'eng'), 2)
(('24621314', 'krol kofetua', 'pol'), 2)
(('24621314', 'novelly', 'eng'), 2)
(('24621314', 'andrej cernisev', 'slv'), 1)
(('24621314', 'mik olympia', 'ger'), 1)
(('24621314', 'darija', 'slv'), 1)
(('24621314', 'oczy krolewicza', 'pol'), 1)
(('24621314', 'jego i jej swiat', 'pol'), 1)
(('24621314', 'poemata', 'pol'), 1)
(('24621314', 'berattelser och sagor', 'swe'), 1)
(('24621314', 'proza epicka', 'pol'), 1)
(('24621314', 'pratelstvi basnika a malirky vzajemna korespondence julia zeyera a zdenky braunerove usporadal vladimir hellmuthbrauner with a portrait and facsimiles', 'eng'), 1)
(('24621314', 'dum u tonouci hvezdy', 'slo'), 1)
(('24621314', 'pisen o hori dobreho juna romana vasilice', 'eng'), 1)
(('24621314', 'fantasticke povidky', 'eng'), 1)
(('24621314', 'cechdeguv prichod', 'und'), 1)
(('24621314', 'cechuv prichod', 'pol'), 1)
(('24621314', 'cechuv prichod basen', 'eng'), 1)
(('24621314', 'kronika o svatem brandanu basen', 'eng'), 1)
(('24621314', 'soubor z dila julia zeyera', 'und'), 1)
(('24621314', 'zeleny vitez', 'und'), 1)
(('24621314', 'griselda povidka versem', 'eng'), 1)
(('24621314', 'korespondence julia zeyera spolkymi spisovateli', 'und'), 1)
(('24621314', 'gompaci in komurasaki', 'slv'), 1)
(('24621314', 'spisy volume 31', 'eng'), 1)
(('24621314', 'spisy volume 25', 'eng'), 1)
(('24621314', 'griselda', 'eng'), 1)
(('24621314', 'z letopisu l sky', 'eng'), 1)
(('24621314', 'karolinska epopeja napsal j zeyer', 'eng'), 1)
(('24621314', 'listy trem pratelum pani zdence hlavkove otakaru cervenemu a janu vobornikovi vydal jan vobornik with portraits', 'eng'), 1)
(('24621314', 'darja', 'hrv'), 1)
(('24621314', 'marijin vrt', 'hrv'), 1)
(('24621314', 'florenz im schnee novellen ubertragen von rene wellek', 'ger'), 1)
(('24621314', 'tajna lijepe cvijete roman', 'hrv'), 1)
(('24621314', 'feniciens sunde', 'ger'), 1)
(('24621314', 'roman o vernem pratelstvi amise a amila se ctyrmi svetlotisky etc', 'eng'), 1)
(('24621314', 'rom n o vrn m p telstv amise a amila', 'eng'), 1)
(('24621314', 'stara historia', 'slo'), 1)
(('24621314', 'blagor na vrtu cvetocih breskev', 'slv'), 1)
(('24621314', 'mandranine pustolovine s ceskog draga v filipovic', 'srp'), 1)
(('24621314', 'ob smetanovi s uvodem j zeyera', 'eng'), 1)
(('24621314', 'vysehrad ein cyclus epischer dichtungen  aus dem boehmischen uebertragen von o malybrokstieler', 'eng'), 1)
(('24621314', 'in der gotterdammerung', 'ger'), 1)
(('24621314', 'andrija cernisev', 'hrv'), 1)
(('24621314', 'tajna lijepe cvijete', 'hrv'), 1)
(('24621314', 'karl der grosse in dichtung und sage', 'ger'), 1)
(('24621351', 'marchen der azteken', 'ger'), 1)
(('24621351', 'el nuevo mundo y el corazon de europa', 'spa'), 1)
(('24621351', 'tras las huellas espanolas en praga', 'spa'), 1)
(('24621351', 'el corazon y la corona de europa', 'spa'), 1)
(('24677185', 'vlcia jama', 'slo'), 1)
(('24677185', 'werke tschech dilo jarmily glazarove', 'und'), 1)
(('24677185', 'dilo jarmily glazarove', 'rus'), 1)
(('24677185', 'leningrad with plates', 'eng'), 1)
(('24677185', 'volchia iama', 'rus'), 1)
(('24677185', 'asteptare', 'rum'), 1)
(('24677185', 'roky v kruku', 'eng'), 1)
(('24677185', 'o krase ceske reci ilustroval karel kinsky', 'eng'), 1)
(('24683380', 'es elkezdodnek a hetkoznapok', 'hun'), 2)
(('24683380', 'bajka o rasce i inne reportaze sportowe', 'pol'), 1)
(('24683380', 'il grande vagabondo delle acque', 'ita'), 1)
(('24683380', 'mese a sibajnokrol', 'hun'), 1)
(('24683380', 'grande vagabondo delle acque', 'ita'), 1)
(('24683380', 'tselofhe hazahav', 'heb'), 1)
(('24683380', 'a race through prague', 'eng'), 1)
(('24683380', 'mese a sibajnokrol pohadka o raskovi ford czagany ivan ill adolf born', 'hun'), 1)
(('24882325', 'parvoaprilsko uciliste', 'bul'), 1)
(('24882325', 'staroceska pout', 'eng'), 1)
(('25012096', 'kak otlivachme kambanata', 'bul'), 1)
(('25012096', 'untersuchungen uber den einfluss ortlicher uberschallgeschwindigkeit auf die kennlinien und den wirkungsgrad von kreiselverdichtern radialer bauart', 'ger'), 1)
(('25012199', 'gedichte', 'ger'), 3)
(('25012199', 'wenn die fische davonfliegen', 'ger'), 2)
(('25012199', 'eine schimmernde wabe glimmer', 'ger'), 1)
(('25012199', 'solo vetru', 'und'), 1)
(('25014406', 'oder schnurstracks', 'ger'), 1)
(('2503859', 'stay at the sanatorium', 'eng'), 1)
(('2504978', 'satira i stati', 'rus'), 5)
(('2504978', 'vybir poezii', 'ukr'), 3)
(('2504978', 'chrzest sw wladymira', 'pol'), 2)
(('2504978', 'vybir poezyi', 'ukr'), 2)
(('2504978', 'vojna s hlouposti a zlobou', 'und'), 2)
(('2504978', 'lid a narod', 'und'), 2)
(('2504978', 'die tause des zaren wladimir', 'ger'), 2)
(('2504978', 'auswahl aus seinen schriften mit einleitung und erlauterungen', 'ger'), 1)
(('2504978', 'the political works of karel charles havlicek borovsky', 'eng'), 1)
(('2504978', 'kutnogorskiia poslaniia', 'rus'), 1)
(('2504978', 'krstenje svetoga vladimira', 'hrv'), 1)
(('2504978', 'die taufe des heiligen wladimir', 'ger'), 1)
(('2504978', 'izbrannoe', 'rus'), 1)
(('2504978', 'karla havlicka borovskeho politicke spisy', 'pol'), 1)
(('2504978', 'pouceni obcandegum', 'und'), 1)
(('2504978', 'epigramy', 'und'), 1)
(('2504978', 'werke', 'ger'), 1)
(('2504978', 'die taufe des heiligen wladimir und andere satirische verse', 'ger'), 1)
(('2504978', 'cirkvi', 'slo'), 1)
(('2504978', 'polemische schriften', 'ger'), 1)
(('25066380', 'befehl 42', 'ger'), 2)
(('25066380', 'nikto nie je vinny', 'slo'), 1)
(('25066380', 'zlata stvorka', 'slo'), 1)
(('25066380', 'rozkaz 42', 'slo'), 1)
(('25066380', 'a halott nem azonos', 'hun'), 1)
(('25066380', 'nuchac', 'slo'), 1)
(('25066380', 'patnact zlatych vlasu', 'slo'), 1)
(('25066380', 'con so 4 mau vang', 'vie'), 1)
(('25066380', 'cazul cl', 'und'), 1)
(('25066380', 'kilometr devatnast', 'slo'), 1)
(('25095273', 'der mohnkuchen', 'ger'), 4)
(('25095273', 'bruin furryball in his forest home', 'eng'), 1)
(('25095273', 'gomboc miska kalandjai', 'hun'), 1)
(('25095273', 'nalle luddtuss pa cirkus', 'swe'), 1)
(('25095273', 'miska kolobok v cirke', 'rus'), 1)
(('25095273', 'nalle palsboll pa aventyr', 'swe'), 1)
(('25095273', 'bruin furryball in the puppet theatre', 'eng'), 1)
(('25095273', 'i ko hsiao ping', 'chi'), 1)
(('25095273', 'bruin furryball in the toyhouse', 'eng'), 1)
(('25095273', 'zur linearisierung und symmetrisierung einer klasse meromorpher operatorfunktionen', 'ger'), 1)
(('25095273', 'misa kulicka v prazke zoo', 'rus'), 1)
(('25095273', 'mit gefalteten handen helfen wir der welt', 'ger'), 1)
(('25096219', 'teves nyomon', 'hun'), 2)
(('25096219', 'rodny kraj', 'und'), 2)
(('25096219', 'rodny kraj', 'ger'), 1)
(('25096219', 'rodny kraj', 'slo'), 1)
(('25096219', 'chybny krok', 'slo'), 1)
(('25096219', 'sag v stotonu  zagadka endchauza   adresat neizvesten', 'und'), 1)
(('25096219', 'teves nyomon krok stranou regeny ford ordody katalin 2 kiad', 'hun'), 1)
(('25119404', 'jsme strom zeleny vesnicky roman', 'eng'), 1)
(('25119404', 'pan zernovu roman', 'eng'), 1)
(('25119404', 'cerveny doloman', 'eng'), 1)
(('25119404', 'vinari roman z vinarske vesnice', 'eng'), 1)
(('25119404', 'ceska rapsodie 2 doplnene vydani ilustroval m romberg', 'eng'), 1)
(('25119404', 'jsme strom zelenay', 'pol'), 1)
(('25152649', 'krumelchen bei piff und paff', 'ger'), 1)
(('2539712', 'agonie', 'slo'), 3)
(('2539712', 'nesmrtelna divka', 'und'), 1)
(('25398924', 'vilem zavada versei', 'hun'), 2)
(('25398924', 'die wahre schonheit der nackten worte', 'ger'), 2)
(('25398924', 'vilem zavada', 'ger'), 2)
(('25398924', 'pojdem do materskej skoly', 'slo'), 1)
(('25398924', 'valogatott versek', 'hun'), 1)
(('25398924', 'trava na rusevinama', 'hrv'), 1)
(('25398924', 'vilem zavada koltemenyeibol', 'hun'), 1)
(('25398924', 'hradni vez poems', 'eng'), 1)
(('25398924', 'u maminky u tatinka', 'und'), 1)
(('25398924', 'krajina a lide meho srdce', 'hrv'), 1)
(('25398924', 'povstani z mrtvych poems', 'eng'), 1)
(('25398924', 'valogatott versek val utoszo', 'hun'), 1)
(('25398924', 'poesie', 'ita'), 1)
(('25398924', 'pesha po putia', 'bul'), 1)
(('25398924', 'vzduch a svetlo vybor ze sveho dila usporadal autor doslov napsal am pisa', 'eng'), 1)
(('25398924', 'panichida poesie treti vydani', 'eng'), 1)
(('25398924', 'hradni vez doslov napsal josef rumler ilustroval premysl rolcik', 'eng'), 1)
(('25398924', 'panychida vydani pate', 'eng'), 1)
(('25398924', 'gedichte deutsch', 'und'), 1)
(('25398924', 'alla stazione di confine', 'ita'), 1)
(('25398924', 'odna zizn', 'und'), 1)
(('25400571', 'jine komedie a sanitarni noc', 'und'), 2)
(('25400571', 'vaerelse for en nat', 'dan'), 1)
(('256578118', 'xiao yan shu miao miao he yu san', 'chi'), 2)
(('25701004', 'detstvo ako sen', 'slo'), 3)
(('25701004', 'mladost ako sen', 'slo'), 3)
(('25705915', 'hlavna vyhra nevesta', 'slo'), 2)
(('25705915', 'smrt boha smrti', 'slo'), 1)
(('25925233', 'steen in september', 'dut'), 1)
(('25955120', 'the czechoslovak anabasis across russia and siberia', 'eng'), 4)
(('25955120', 'the czechoslovak anabasis', 'eng'), 3)
(('25955120', '', 'und'), 2)
(('25955120', 'o nasich legiach detoch a zvieratkach na sibiri', 'slo'), 1)
(('25955120', 'prvni basne', 'eng'), 1)
(('25955120', 'vojak a buh dionysos prosy', 'eng'), 1)
(('25955120', 'pout do ceskoslovenska valecne pameti a vzpominky z let 19141920', 'eng'), 1)
(('25955120', 'lvi srdce', 'rus'), 1)
(('25955120', 'o nasich legiich detech a zviratkach v sibiri', 'eng'), 1)
(('25955120', 'kolja mikulka detska historie z velike valky', 'eng'), 1)
(('25955120', 'hans schmied', 'ger'), 1)
(('25955120', 'plukovnik svec drama o trech dejstvich seste vydani', 'eng'), 1)
(('25955120', 'narodni vojsko etc', 'eng'), 1)
(('25955120', 'the czechoslovak anabasis russia and siberia', 'eng'), 1)
(('25955120', 'vojak a buh dionysos prozy druhe rozsirene a opravene vydani', 'eng'), 1)
(('25955120', 'za domovinu legionari ceskoslovenske mladezi etc', 'eng'), 1)
(('25955120', 'o nasich legiach', 'slo'), 1)
(('25955120', 'anabase roman z valky  jedenacte vydani', 'eng'), 1)
(('25955120', 'frantisekstarodruzinnik illustroval v cutta', 'eng'), 1)
(('25955120', 'legionarska epopeja', 'eng'), 1)
(('25955120', 'za svobodu obrazkova kronika ceskoslovenskeho revolucniho hnuti na rusi 19141920 vydava a obrazkovou cast ridi legionar o vanekhlavni spolupracovnik br v holecek za vrchni redakce br r medka', 'eng'), 1)
(('26000206', 'das buch fur die katz und nicht nur fur sie von paul kantorek', 'ger'), 1)
(('26346582', 'restoring comenius', 'eng'), 4)
(('26346582', 'czechs and balances', 'eng'), 3)
(('26346582', 'anton und franz wohlauf', 'ger'), 2)
(('26346582', 'is there life on marx', 'eng'), 2)
(('26346582', 'czechs and balances a nations survival kit', 'eng'), 1)
(('26346582', 'achtung sprengungen', 'ger'), 1)
(('26346582', 'phonix aus unserer asche', 'ger'), 1)
(('263972563', 'hasek autore comico e tragico di svejk', 'slv'), 1)
(('263993692', 'katharina von der goldenen bucht', 'ger'), 2)
(('264048350', 'thirteen', 'eng'), 1)
(('264048350', 'the statement', 'eng'), 1)
(('264048350', 'the lister legacy', 'eng'), 1)
(('264048350', 'melvin the weathermoose', 'eng'), 1)
(('26414273', 'o cloveku ki je vse vedel', 'slv'), 2)
(('26567432', 'praga misteriosa', 'spa'), 3)
(('26567432', 'prague castle and its secrets', 'eng'), 2)
(('26567432', 'praga misteriosa', 'ita'), 1)
(('26567432', 'prazskij grad i jego tajny', 'rus'), 1)
(('26567432', 'il castello di praga e i suoi misteri', 'ita'), 1)
(('26567432', 'die prager burg und ihr geheimnis', 'ger'), 1)
(('266128409', 'selected poems', 'eng'), 3)
(('266128409', 'whos that driving a black cart', 'eng'), 1)
(('267146624', 'ucebnik po ceski jezik za nebochemisti', 'bul'), 1)
(('267146624', 'ceski ezik', 'bul'), 1)
(('26720682', 'vetrny den', 'slo'), 1)
(('26730672', 'rozpravky z machoveho lesa', 'slo'), 2)
(('268496119', 'closely observed trains', 'eng'), 1)
(('268709643', 'dem goldenen zeitalter auf der spur', 'ger'), 2)
(('268709643', 'die muhle', 'ger'), 2)
(('268709643', 'mlyn', 'slo'), 1)
(('268709643', 'hledani zlateho veku with illustrations', 'eng'), 1)
(('268709643', 'sally tva kamaradka z anglie ilustroval jan brychta', 'eng'), 1)
(('268709643', 'new york  a mod portrait of the city', 'eng'), 1)
(('269914833', 'mendori fifin no tabi', 'jpn'), 1)
(('269914833', 'die vertraumte henne', 'ger'), 1)
(('269914833', 'hod vetru koselu', 'slo'), 1)
(('269914833', 'omnia mea mecum porto', 'bul'), 1)
(('269914833', 'la petite poule reveuse', 'fre'), 1)
(('269914833', 'a mezok titkai', 'hun'), 1)
(('27072375', 'leuchtkaferchen', 'ger'), 5)
(('27072375', 'through the magic gate', 'eng'), 3)
(('27072375', 'rotkappchen', 'ger'), 2)
(('27072375', 'die funf knirpse', 'ger'), 2)
(('27072375', 'mischa kugelrund im spielzeugparadies', 'ger'), 2)
(('27072375', 'a midsummer nights dream', 'eng'), 2)
(('27072375', 'le rossignol de lempereur de chine', 'fre'), 2)
(('27072375', 'mischa kugelrund im puppentheater', 'ger'), 2)
(('27072375', 'trnka tentoonstelling amsterdam', 'dut'), 2)
(('27072375', 'hua gu niang de ge', 'chi'), 1)
(('27072375', 'through the magic gate written and ill', 'eng'), 1)
(('27072375', 'fusigina niwa', 'jpn'), 1)
(('27072375', 'jiri trnka', 'slo'), 1)
(('27072375', 'zahrada', 'und'), 1)
(('27072375', 'vom pfefferkuchenhauschen', 'ger'), 1)
(('27072375', 'bruin furryball in his forest home with illustrations', 'eng'), 1)
(('27072375', 'der dichter und der maler', 'ger'), 1)
(('27072375', 'das knusperhauschen', 'ger'), 1)
(('27072375', 'jiri trnka sur le film de marionnettes et sur soimeme', 'fre'), 1)
(('27072375', 'fushigina niwa', 'eng'), 1)
(('27072375', 'halt die augen offen', 'ger'), 1)
(('27072375', 'bruin furryball in the circus with illustrations', 'eng'), 1)
(('27072375', 'jiri trnka', 'fre'), 1)
(('27072375', 'koguma no misha sakasu e iku', 'jpn'), 1)
(('27072375', 'lets tell a tale together', 'eng'), 1)
(('27072375', 'jiri trnka', 'eng'), 1)
(('27072375', '5 bubenu', 'ger'), 1)
(('27072375', 'leuchtkaterchen', 'und'), 1)
(('27072375', 'jiri trnka 19121969', 'eng'), 1)
(('27072375', 'jiri trnka master of the czechoslovak puppet films', 'eng'), 1)
(('27072375', 'leuchtkaferchen', 'und'), 1)
(('27072375', 'gemalde holzbildwerke illustrationen filme', 'und'), 1)
(('27072375', 'bruin furryball in the puppet theatre with illustrations', 'eng'), 1)
(('27072375', 'bruin furryball in the puppet theatre', 'eng'), 1)
(('27079482', 'dreamverse', 'eng'), 1)
(('27099101', 'poesie', 'ger'), 2)
(('27099101', 'frantisek halas', 'hun'), 1)
(('27099101', 'j capek', 'ger'), 1)
(('27099101', 'our lady bozena nemcova', 'eng'), 1)
(('27099101', 'ojasuminasai no uta', 'jpn'), 1)
(('27099101', 'detom', 'slo'), 1)
(('27099101', 'poezje wybrane', 'pol'), 1)
(('27099101', 'und der dichter', 'ger'), 1)
(('27099101', 'frantisek halas koltemenyei', 'hun'), 1)
(('27099101', 'nase pani bozena nemcova', 'ger'), 1)
(('27099101', 'casy', 'eng'), 1)
(('27099101', 'sbohem muzy', 'ita'), 1)
(('27099101', 'the last thoughts of a communist poet', 'eng'), 1)
(('27099101', 'stikhi', 'rus'), 1)
